GLEntryNumber,GLPostingDate,JobNumber,Amount,GLAccountNumber,ExpenseType
67174,10/26/2016,1066,182.0000,4020,Subcontractor Labor
67175,10/26/2016,1033,210.0000,4020,Subcontractor Labor
67176,10/26/2016,1066,924.0000,4020,Subcontractor Labor
67261,10/26/2016,3012,336.0000,4020,Subcontractor Labor
67443,10/26/2016,3012,211.2800,4090,Supplies
67104,10/26/2016,3001,14.4900,4090,Supplies
67105,10/26/2016,3001,28.5800,4090,Supplies
67106,10/26/2016,3001,90.9600,4090,Supplies
67107,10/26/2016,3001,9.9800,4090,Supplies
67108,10/26/2016,3001,36.0300,4090,Supplies
67109,10/26/2016,3001,9.9900,4090,Supplies
67110,10/26/2016,3001,8.9900,4090,Supplies
67120,10/26/2016,4500,30.6500,4090,Supplies
67121,10/26/2016,4500,27.2900,4090,Supplies
67153,10/26/2016,3038,29.4000,4090,Supplies
67154,10/26/2016,3038,29.4000,4090,Supplies
67155,10/26/2016,3038,97.5800,4090,Supplies
67156,10/26/2016,7001,2.4000,4090,Supplies
67157,10/26/2016,7001,12.6000,4090,Supplies
67158,10/26/2016,7001,20.4000,4090,Supplies
67159,10/26/2016,7001,154.0000,4090,Supplies
67160,10/26/2016,7001,162.4000,4090,Supplies
67161,10/26/2016,7001,43.6000,4090,Supplies
67162,10/26/2016,7001,50.9800,4090,Supplies
67163,10/26/2016,7001,49.2700,4090,Supplies
67164,10/26/2016,7001,37.8500,4090,Supplies
67165,10/26/2016,7001,54.0500,4090,Supplies
67166,10/26/2016,7001,24.5000,4090,Supplies
67167,10/26/2016,7001,267.7200,4090,Supplies
67168,10/26/2016,7001,136.6800,4090,Supplies
67169,10/26/2016,3042,18.0000,4090,Supplies
67170,10/26/2016,3042,32.5200,4090,Supplies
67171,10/26/2016,3042,69.8900,4090,Supplies
67172,10/26/2016,903042,790.4400,4090,Supplies
66936,10/26/2016,5011,668.5800,4205,Vehicle Gas & Oil
67173,10/27/2016,1033,168.0000,4020,Subcontractor Labor
67267,10/27/2016,4035,20.6500,4090,Supplies
67268,10/27/2016,4035,17.1900,4090,Supplies
67269,10/27/2016,4035,12.6000,4090,Supplies
67270,10/27/2016,4035,20.4000,4090,Supplies
67271,10/27/2016,4035,12.6000,4090,Supplies
67272,10/27/2016,4035,12.6000,4090,Supplies
67331,10/27/2016,3038,46.5700,4090,Supplies
67332,10/27/2016,3038,69.8900,4090,Supplies
67333,10/27/2016,3038,29.4000,4090,Supplies
67334,10/27/2016,3038,33.5500,4090,Supplies
67335,10/27/2016,3038,18.6600,4090,Supplies
67336,10/27/2016,3038,49.9800,4090,Supplies
67366,10/27/2016,903038,358.0000,4090,Supplies
67367,10/27/2016,903038,204.8000,4090,Supplies
67368,10/27/2016,903038,215.7000,4090,Supplies
67369,10/27/2016,903038,183.3000,4090,Supplies
67220,10/27/2016,4501,959.6000,4125,Other
67221,10/27/2016,4501,239.9000,4125,Other
67222,10/27/2016,4501,959.6000,4125,Other
67223,10/27/2016,4501,239.9000,4125,Other
67260,10/28/2016,1051,350.0000,4020,Subcontractor Labor
67273,10/28/2016,3045,123.9000,4090,Supplies
67274,10/28/2016,3045,705.8000,4090,Supplies
67275,10/28/2016,3045,88.3200,4090,Supplies
67276,10/28/2016,3045,29.4000,4090,Supplies
67277,10/28/2016,3045,78.4300,4090,Supplies
67278,10/28/2016,3045,29.4000,4090,Supplies
67279,10/28/2016,3045,61.8000,4090,Supplies
67280,10/28/2016,3037,468.2000,4090,Supplies
67281,10/28/2016,3037,12.6000,4090,Supplies
67282,10/28/2016,3037,12.6000,4090,Supplies
67283,10/28/2016,3037,20.4000,4090,Supplies
67284,10/28/2016,3037,31.7400,4090,Supplies
67285,10/28/2016,3037,7.5600,4090,Supplies
67286,10/28/2016,3037,24.0200,4090,Supplies
67287,10/28/2016,3037,35.0000,4090,Supplies
67225,10/28/2016,3027,43.9200,4090,Supplies
67226,10/28/2016,3027,23.9400,4090,Supplies
67257,10/28/2016,3024,567.7600,4090,Supplies
67258,10/28/2016,3024,550.6800,4090,Supplies
67259,10/28/2016,3024,312.7600,4090,Supplies
59417,10/28/2016,1057,61.0000,4145,Drug Screening
56282,10/28/2016,1003,350.0000,4245,Other
56817,10/30/2016,1003,6009.0600,4000,General Labor
56818,10/30/2016,1012,504.0000,4000,General Labor
56819,10/30/2016,1025,681.6200,4000,General Labor
56820,10/30/2016,1032,1020.8100,4000,General Labor
56821,10/30/2016,1033,3310.3100,4000,General Labor
56822,10/30/2016,1034,683.6600,4000,General Labor
56823,10/30/2016,1035,375.0000,4000,General Labor
56824,10/30/2016,1037,223.9600,4000,General Labor
56825,10/30/2016,1041,544.0500,4000,General Labor
56826,10/30/2016,1051,1657.7100,4000,General Labor
56827,10/30/2016,1053,2020.6200,4000,General Labor
56828,10/30/2016,1055,237.7800,4000,General Labor
56829,10/30/2016,1056,306.7600,4000,General Labor
56830,10/30/2016,1057,2534.3500,4000,General Labor
56831,10/30/2016,1058,2543.4200,4000,General Labor
56832,10/30/2016,1060,755.6100,4000,General Labor
56833,10/30/2016,1061,913.8000,4000,General Labor
56834,10/30/2016,1065,317.6100,4000,General Labor
56835,10/30/2016,1066,5461.9100,4000,General Labor
56836,10/30/2016,1068,248.3100,4000,General Labor
56837,10/30/2016,1069,380.0000,4000,General Labor
56838,10/30/2016,1070,167.9400,4000,General Labor
56839,10/30/2016,1071,677.1000,4000,General Labor
56840,10/30/2016,1072,589.9500,4000,General Labor
56841,10/30/2016,1073,33.3300,4000,General Labor
56842,10/30/2016,1074,161.6500,4000,General Labor
56843,10/30/2016,1075,173.3800,4000,General Labor
56844,10/30/2016,1076,241.4300,4000,General Labor
56845,10/30/2016,1077,424.0300,4000,General Labor
56846,10/30/2016,1078,517.6200,4000,General Labor
56847,10/30/2016,3000,24847.8900,4000,General Labor
56848,10/30/2016,3001,35348.2800,4000,General Labor
56849,10/30/2016,3003,1265.2100,4000,General Labor
56850,10/30/2016,3004,929.7600,4000,General Labor
56851,10/30/2016,3005,48.3000,4000,General Labor
56852,10/30/2016,3006,540.8000,4000,General Labor
56853,10/30/2016,3008,7986.8600,4000,General Labor
56854,10/30/2016,3012,7945.4900,4000,General Labor
56855,10/30/2016,3015,644.0000,4000,General Labor
56856,10/30/2016,3016,4572.7200,4000,General Labor
56857,10/30/2016,3017,659.8900,4000,General Labor
56858,10/30/2016,3020,48.3000,4000,General Labor
56859,10/30/2016,3022,513.3900,4000,General Labor
56860,10/30/2016,3025,6330.6400,4000,General Labor
56861,10/30/2016,3027,9035.5900,4000,General Labor
56862,10/30/2016,3029,364.7300,4000,General Labor
56863,10/30/2016,3031,1391.7000,4000,General Labor
56864,10/30/2016,3033,4475.8200,4000,General Labor
56865,10/30/2016,3034,513.0000,4000,General Labor
56866,10/30/2016,3036,259.5400,4000,General Labor
56867,10/30/2016,3037,6716.5100,4000,General Labor
56868,10/30/2016,3038,4768.6900,4000,General Labor
56869,10/30/2016,3039,390.0000,4000,General Labor
56870,10/30/2016,3040,4264.8100,4000,General Labor
56871,10/30/2016,3042,1179.9100,4000,General Labor
56872,10/30/2016,3043,699.6600,4000,General Labor
56873,10/30/2016,3045,21242.5400,4000,General Labor
56874,10/30/2016,3046,1506.5800,4000,General Labor
56875,10/30/2016,4035,386.5600,4000,General Labor
56876,10/30/2016,4037,789.3900,4000,General Labor
56877,10/30/2016,4040,1619.6900,4000,General Labor
56878,10/30/2016,5000,1690.8800,4000,General Labor
56879,10/30/2016,5011,9907.6900,4000,General Labor
56880,10/30/2016,6008,532.7000,4000,General Labor
56881,10/30/2016,7001,1237.4000,4000,General Labor
56882,10/30/2016,7002,420.0600,4000,General Labor
56883,10/30/2016,7003,1789.1000,4000,General Labor
56884,10/30/2016,7006,144.0000,4000,General Labor
56885,10/30/2016,7009,1232.0000,4000,General Labor
56886,10/30/2016,8006,128.0000,4000,General Labor
56887,10/30/2016,8008,256.0000,4000,General Labor
56888,10/30/2016,8009,128.0000,4000,General Labor
56889,10/30/2016,8010,128.0000,4000,General Labor
56890,10/30/2016,8011,56.0000,4000,General Labor
56891,10/30/2016,8012,256.0000,4000,General Labor
56892,10/30/2016,9003,564.0000,4000,General Labor
56893,10/30/2016,903000,1548.5100,4000,General Labor
56894,10/30/2016,903001,839.1500,4000,General Labor
56895,10/30/2016,906008,40.0000,4000,General Labor
56940,10/30/2016,1003,135.2000,4000,General Labor
56941,10/30/2016,3027,2519.9400,4000,General Labor
56942,10/30/2016,7003,87.7200,4000,General Labor
56943,10/30/2016,7009,128.0000,4000,General Labor
57310,10/30/2016,1003,598.5200,4000,General Labor
57311,10/30/2016,1066,45.0000,4000,General Labor
57312,10/30/2016,3001,383.7000,4000,General Labor
57346,10/30/2016,3024,1440.0000,4000,General Labor
56896,10/30/2016,1003,2.4900,4001,Overtime
56897,10/30/2016,1025,0.8100,4001,Overtime
56898,10/30/2016,1033,22.3900,4001,Overtime
56899,10/30/2016,1034,1.8300,4001,Overtime
56900,10/30/2016,1055,12.7400,4001,Overtime
56901,10/30/2016,1056,4.5000,4001,Overtime
56902,10/30/2016,1057,175.1000,4001,Overtime
56903,10/30/2016,1058,8.2600,4001,Overtime
56904,10/30/2016,1060,18.0000,4001,Overtime
56905,10/30/2016,1061,6.0000,4001,Overtime
56906,10/30/2016,1066,12.0300,4001,Overtime
56907,10/30/2016,3000,235.3700,4001,Overtime
56908,10/30/2016,3001,369.9700,4001,Overtime
56909,10/30/2016,3003,6.3200,4001,Overtime
56910,10/30/2016,3008,39.5400,4001,Overtime
56911,10/30/2016,3012,34.9700,4001,Overtime
56912,10/30/2016,3016,4.6100,4001,Overtime
56913,10/30/2016,3025,22.9100,4001,Overtime
56914,10/30/2016,3027,192.4400,4001,Overtime
56915,10/30/2016,3031,36.5500,4001,Overtime
56916,10/30/2016,3037,83.8100,4001,Overtime
56917,10/30/2016,3038,183.6100,4001,Overtime
56918,10/30/2016,3039,27.5000,4001,Overtime
56919,10/30/2016,3040,14.9700,4001,Overtime
56920,10/30/2016,3045,179.8400,4001,Overtime
56921,10/30/2016,4037,12.2000,4001,Overtime
56922,10/30/2016,5000,177.4400,4001,Overtime
56923,10/30/2016,5011,35.9900,4001,Overtime
56924,10/30/2016,7002,0.7200,4001,Overtime
56925,10/30/2016,7003,512.2300,4001,Overtime
56926,10/30/2016,9003,9.2300,4001,Overtime
56927,10/30/2016,903000,38.1200,4001,Overtime
56928,10/30/2016,903001,1.0400,4001,Overtime
56929,10/30/2016,906008,20.0000,4001,Overtime
56930,10/30/2016,1003,16.9000,4003,Other
56931,10/30/2016,3027,250.8800,4003,Other
56932,10/30/2016,3037,159.0000,4003,Other
56933,10/30/2016,3040,106.5000,4003,Other
56934,10/30/2016,9003,27.0000,4003,Other
57347,10/30/2016,4500,11615.3900,4010,Other
57356,10/30/2016,3000,-30.0000,4090,Supplies
67264,10/30/2016,4500,23.1300,4090,Supplies
67265,10/30/2016,4500,8.7900,4090,Supplies
67266,10/30/2016,4500,10.7800,4090,Supplies
57380,10/30/2016,3045,17.9100,4090,Supplies
57381,10/30/2016,4040,26.3200,4090,Supplies
57382,10/30/2016,4500,28.1200,4090,Supplies
57383,10/30/2016,903000,39.0000,4090,Supplies
57384,10/30/2016,905011,13.1600,4090,Supplies
57395,10/30/2016,2003,33.2000,4205,Vehicle Gas & Oil
57396,10/30/2016,3027,74.5200,4205,Vehicle Gas & Oil
57397,10/30/2016,3037,44.0000,4205,Vehicle Gas & Oil
57398,10/30/2016,3038,8.0000,4205,Vehicle Gas & Oil
57399,10/30/2016,3040,92.3200,4205,Vehicle Gas & Oil
57400,10/30/2016,4500,607.3200,4205,Vehicle Gas & Oil
57401,10/30/2016,904040,24.3500,4205,Vehicle Gas & Oil
57316,10/30/2016,1003,37.1100,4275,FICA
57317,10/30/2016,3001,23.7900,4275,FICA
56789,10/30/2016,5013,129.4800,4275,FICA
56790,10/30/2016,5014,629.0700,4275,FICA
57358,10/30/2016,3024,89.2800,4275,FICA
56958,10/30/2016,1003,382.1200,4275,FICA
56959,10/30/2016,1012,31.2500,4275,FICA
56960,10/30/2016,1025,42.3100,4275,FICA
56961,10/30/2016,1032,63.2900,4275,FICA
56962,10/30/2016,1033,206.6200,4275,FICA
56963,10/30/2016,1034,42.5000,4275,FICA
56964,10/30/2016,1035,23.2500,4275,FICA
56965,10/30/2016,1037,13.8900,4275,FICA
56966,10/30/2016,1041,33.7300,4275,FICA
56967,10/30/2016,1051,102.7600,4275,FICA
56968,10/30/2016,1053,125.2900,4275,FICA
56969,10/30/2016,1055,15.5300,4275,FICA
56970,10/30/2016,1056,19.2900,4275,FICA
56971,10/30/2016,1057,167.9900,4275,FICA
56972,10/30/2016,1058,158.1900,4275,FICA
56973,10/30/2016,1060,47.9700,4275,FICA
56974,10/30/2016,1061,57.0300,4275,FICA
56975,10/30/2016,1065,19.7000,4275,FICA
56976,10/30/2016,1068,15.4000,4275,FICA
56977,10/30/2016,1069,23.5600,4275,FICA
56978,10/30/2016,1070,10.4100,4275,FICA
56979,10/30/2016,1071,41.9800,4275,FICA
56980,10/30/2016,1072,36.5800,4275,FICA
56981,10/30/2016,1073,2.0700,4275,FICA
56982,10/30/2016,1074,10.0200,4275,FICA
56983,10/30/2016,1075,10.7500,4275,FICA
56984,10/30/2016,1076,14.9700,4275,FICA
56985,10/30/2016,1077,26.2900,4275,FICA
56986,10/30/2016,1078,32.0900,4275,FICA
56987,10/30/2016,3000,1555.1500,4275,FICA
56988,10/30/2016,3001,2214.5200,4275,FICA
56989,10/30/2016,3003,78.8300,4275,FICA
56990,10/30/2016,3004,57.6400,4275,FICA
56991,10/30/2016,3005,2.9900,4275,FICA
56992,10/30/2016,3006,33.5300,4275,FICA
56993,10/30/2016,3008,497.6500,4275,FICA
56994,10/30/2016,3012,494.7600,4275,FICA
56995,10/30/2016,3015,39.9300,4275,FICA
56996,10/30/2016,3016,283.8000,4275,FICA
56997,10/30/2016,3017,40.9100,4275,FICA
56998,10/30/2016,3020,2.9900,4275,FICA
56999,10/30/2016,3022,31.8300,4275,FICA
57000,10/30/2016,3025,393.9000,4275,FICA
57001,10/30/2016,3027,743.9400,4275,FICA
57002,10/30/2016,3029,22.6000,4275,FICA
57003,10/30/2016,3031,88.5600,4275,FICA
57004,10/30/2016,3033,277.5000,4275,FICA
57005,10/30/2016,3034,31.8000,4275,FICA
57006,10/30/2016,3036,16.0900,4275,FICA
57007,10/30/2016,3037,431.4800,4275,FICA
57008,10/30/2016,3038,307.0300,4275,FICA
57009,10/30/2016,3039,25.8900,4275,FICA
57010,10/30/2016,3040,271.9500,4275,FICA
57011,10/30/2016,3042,73.1400,4275,FICA
57012,10/30/2016,3043,43.3700,4275,FICA
57013,10/30/2016,3045,1328.1800,4275,FICA
57014,10/30/2016,3046,93.4000,4275,FICA
57015,10/30/2016,4035,23.9600,4275,FICA
57016,10/30/2016,4037,49.7000,4275,FICA
57017,10/30/2016,4040,100.4200,4275,FICA
57018,10/30/2016,5000,115.8300,4275,FICA
57019,10/30/2016,5011,616.4900,4275,FICA
57020,10/30/2016,6008,33.0300,4275,FICA
57021,10/30/2016,7001,76.7100,4275,FICA
57022,10/30/2016,7002,26.0900,4275,FICA
57023,10/30/2016,7003,148.1200,4275,FICA
57024,10/30/2016,7006,8.9300,4275,FICA
57025,10/30/2016,7009,84.3200,4275,FICA
57026,10/30/2016,8006,7.9400,4275,FICA
57027,10/30/2016,8008,15.8700,4275,FICA
57028,10/30/2016,8009,7.9400,4275,FICA
57029,10/30/2016,8010,7.9400,4275,FICA
57030,10/30/2016,8011,3.4700,4275,FICA
57031,10/30/2016,8012,15.8700,4275,FICA
57032,10/30/2016,9003,37.2200,4275,FICA
57033,10/30/2016,903000,98.3800,4275,FICA
57034,10/30/2016,903001,52.1000,4275,FICA
57035,10/30/2016,906008,3.7200,4275,FICA
57036,10/30/2016,1003,89.4000,4276,Medicare Tax
57037,10/30/2016,1012,7.3100,4276,Medicare Tax
57038,10/30/2016,1025,9.8900,4276,Medicare Tax
57039,10/30/2016,1032,14.8100,4276,Medicare Tax
57040,10/30/2016,1033,48.3300,4276,Medicare Tax
57041,10/30/2016,1034,9.9400,4276,Medicare Tax
57042,10/30/2016,1035,5.4400,4276,Medicare Tax
57043,10/30/2016,1037,3.2500,4276,Medicare Tax
57044,10/30/2016,1041,7.8900,4276,Medicare Tax
57045,10/30/2016,1051,24.0500,4276,Medicare Tax
57046,10/30/2016,1053,29.3000,4276,Medicare Tax
57047,10/30/2016,1055,3.6300,4276,Medicare Tax
57048,10/30/2016,1056,4.5100,4276,Medicare Tax
57049,10/30/2016,1057,39.3200,4276,Medicare Tax
57050,10/30/2016,1058,37.0200,4276,Medicare Tax
57051,10/30/2016,1060,11.2200,4276,Medicare Tax
57052,10/30/2016,1061,13.3400,4276,Medicare Tax
57053,10/30/2016,1065,4.6000,4276,Medicare Tax
57054,10/30/2016,1068,3.6100,4276,Medicare Tax
57055,10/30/2016,1069,5.5100,4276,Medicare Tax
57056,10/30/2016,1070,2.4300,4276,Medicare Tax
57057,10/30/2016,1071,9.8200,4276,Medicare Tax
57058,10/30/2016,1072,8.5500,4276,Medicare Tax
57059,10/30/2016,1073,0.4800,4276,Medicare Tax
57060,10/30/2016,1074,2.3500,4276,Medicare Tax
57061,10/30/2016,1075,2.5200,4276,Medicare Tax
57062,10/30/2016,1076,3.5000,4276,Medicare Tax
57063,10/30/2016,1077,6.1500,4276,Medicare Tax
57064,10/30/2016,1078,7.5100,4276,Medicare Tax
57065,10/30/2016,3000,363.6800,4276,Medicare Tax
57066,10/30/2016,3001,517.8900,4276,Medicare Tax
57067,10/30/2016,3003,18.4400,4276,Medicare Tax
57068,10/30/2016,3004,13.4800,4276,Medicare Tax
57069,10/30/2016,3005,0.7000,4276,Medicare Tax
57070,10/30/2016,3006,7.8400,4276,Medicare Tax
57071,10/30/2016,3008,116.3900,4276,Medicare Tax
57072,10/30/2016,3012,115.7100,4276,Medicare Tax
57073,10/30/2016,3015,9.3400,4276,Medicare Tax
57074,10/30/2016,3016,66.3500,4276,Medicare Tax
57075,10/30/2016,3017,9.5700,4276,Medicare Tax
57076,10/30/2016,3020,0.7000,4276,Medicare Tax
57077,10/30/2016,3022,7.4400,4276,Medicare Tax
57078,10/30/2016,3025,92.1100,4276,Medicare Tax
57079,10/30/2016,3027,173.9700,4276,Medicare Tax
57080,10/30/2016,3029,5.3000,4276,Medicare Tax
57081,10/30/2016,3031,20.7100,4276,Medicare Tax
57082,10/30/2016,3033,64.9000,4276,Medicare Tax
57083,10/30/2016,3034,7.4400,4276,Medicare Tax
57084,10/30/2016,3036,3.7600,4276,Medicare Tax
57085,10/30/2016,3037,100.9300,4276,Medicare Tax
57086,10/30/2016,3038,71.8200,4276,Medicare Tax
57087,10/30/2016,3039,6.0500,4276,Medicare Tax
57088,10/30/2016,3040,63.6100,4276,Medicare Tax
57089,10/30/2016,3042,17.0900,4276,Medicare Tax
57090,10/30/2016,3043,10.1400,4276,Medicare Tax
57091,10/30/2016,3045,310.6200,4276,Medicare Tax
57092,10/30/2016,3046,21.8500,4276,Medicare Tax
57093,10/30/2016,4035,5.6000,4276,Medicare Tax
57094,10/30/2016,4037,11.6200,4276,Medicare Tax
57095,10/30/2016,4040,23.5000,4276,Medicare Tax
57096,10/30/2016,5000,27.0900,4276,Medicare Tax
57097,10/30/2016,5011,144.1900,4276,Medicare Tax
57098,10/30/2016,6008,7.7300,4276,Medicare Tax
57099,10/30/2016,7001,17.9400,4276,Medicare Tax
57100,10/30/2016,7002,6.1000,4276,Medicare Tax
57101,10/30/2016,7003,34.6500,4276,Medicare Tax
57102,10/30/2016,7006,2.0900,4276,Medicare Tax
57103,10/30/2016,7009,19.7200,4276,Medicare Tax
57104,10/30/2016,8006,1.8600,4276,Medicare Tax
57105,10/30/2016,8008,3.7100,4276,Medicare Tax
57106,10/30/2016,8009,1.8600,4276,Medicare Tax
57107,10/30/2016,8010,1.8600,4276,Medicare Tax
57108,10/30/2016,8011,0.8100,4276,Medicare Tax
57109,10/30/2016,8012,3.7100,4276,Medicare Tax
57110,10/30/2016,9003,8.7100,4276,Medicare Tax
57111,10/30/2016,903000,23.0000,4276,Medicare Tax
57112,10/30/2016,903001,12.1900,4276,Medicare Tax
57113,10/30/2016,906008,0.8700,4276,Medicare Tax
57359,10/30/2016,3024,20.8800,4276,Medicare Tax
56791,10/30/2016,5013,30.2900,4276,Medicare Tax
56792,10/30/2016,5014,147.1700,4276,Medicare Tax
57318,10/30/2016,1003,8.6800,4276,Medicare Tax
57319,10/30/2016,3001,5.5700,4276,Medicare Tax
57320,10/30/2016,1003,24.7200,4277,SUTA
56793,10/30/2016,5013,26.4400,4277,SUTA
56794,10/30/2016,5014,64.4600,4277,SUTA
57114,10/30/2016,1003,180.9100,4277,SUTA
57115,10/30/2016,1033,79.2800,4277,SUTA
57116,10/30/2016,1051,28.7900,4277,SUTA
57117,10/30/2016,1053,26.9100,4277,SUTA
57118,10/30/2016,1057,43.2800,4277,SUTA
57119,10/30/2016,1058,19.4700,4277,SUTA
57120,10/30/2016,1060,31.9500,4277,SUTA
57121,10/30/2016,1061,28.0400,4277,SUTA
57122,10/30/2016,1065,10.5100,4277,SUTA
57123,10/30/2016,1071,3.1200,4277,SUTA
57124,10/30/2016,1072,2.6000,4277,SUTA
57125,10/30/2016,1075,4.4600,4277,SUTA
57126,10/30/2016,1076,5.0000,4277,SUTA
57127,10/30/2016,1077,14.8700,4277,SUTA
57128,10/30/2016,1078,10.4400,4277,SUTA
57129,10/30/2016,3000,136.6400,4277,SUTA
57130,10/30/2016,3001,194.2000,4277,SUTA
57131,10/30/2016,3003,2.0200,4277,SUTA
57132,10/30/2016,3006,22.3300,4277,SUTA
57133,10/30/2016,3008,42.7600,4277,SUTA
57134,10/30/2016,3012,27.3300,4277,SUTA
57135,10/30/2016,3016,89.7400,4277,SUTA
57136,10/30/2016,3017,14.3400,4277,SUTA
57137,10/30/2016,3022,20.9600,4277,SUTA
57138,10/30/2016,3025,69.3500,4277,SUTA
57139,10/30/2016,3027,24.2300,4277,SUTA
57140,10/30/2016,3033,66.0800,4277,SUTA
57141,10/30/2016,3036,10.7200,4277,SUTA
57142,10/30/2016,3037,57.0400,4277,SUTA
57143,10/30/2016,3038,170.2800,4277,SUTA
57144,10/30/2016,3039,17.2500,4277,SUTA
57145,10/30/2016,3040,73.2000,4277,SUTA
57146,10/30/2016,3042,19.9100,4277,SUTA
57147,10/30/2016,3043,28.8900,4277,SUTA
57148,10/30/2016,3045,200.5400,4277,SUTA
57149,10/30/2016,3046,2.2000,4277,SUTA
57150,10/30/2016,4040,16.6200,4277,SUTA
57151,10/30/2016,5011,72.8700,4277,SUTA
57152,10/30/2016,6008,2.6600,4277,SUTA
57153,10/30/2016,7001,24.8000,4277,SUTA
57154,10/30/2016,7003,14.9900,4277,SUTA
57155,10/30/2016,7006,5.9500,4277,SUTA
57156,10/30/2016,7009,56.1700,4277,SUTA
57157,10/30/2016,903000,23.7500,4277,SUTA
57158,10/30/2016,903001,2.5900,4277,SUTA
57159,10/30/2016,1003,26.2800,4278,FUTA
57160,10/30/2016,1033,11.5200,4278,FUTA
57161,10/30/2016,1051,4.1900,4278,FUTA
57162,10/30/2016,1053,3.9100,4278,FUTA
57163,10/30/2016,1057,6.2900,4278,FUTA
57164,10/30/2016,1058,2.8300,4278,FUTA
57165,10/30/2016,1060,4.6400,4278,FUTA
57166,10/30/2016,1061,4.0700,4278,FUTA
57167,10/30/2016,1065,1.5300,4278,FUTA
57168,10/30/2016,1071,0.4500,4278,FUTA
57169,10/30/2016,1072,0.3800,4278,FUTA
57170,10/30/2016,1075,0.6500,4278,FUTA
57171,10/30/2016,1076,0.7300,4278,FUTA
57172,10/30/2016,1077,2.1600,4278,FUTA
57173,10/30/2016,1078,1.5200,4278,FUTA
57174,10/30/2016,3000,19.8500,4278,FUTA
57175,10/30/2016,3001,28.2200,4278,FUTA
57176,10/30/2016,3003,0.2900,4278,FUTA
57177,10/30/2016,3006,3.2400,4278,FUTA
57178,10/30/2016,3008,6.2200,4278,FUTA
57179,10/30/2016,3012,3.9800,4278,FUTA
57180,10/30/2016,3016,13.0300,4278,FUTA
57181,10/30/2016,3017,2.0800,4278,FUTA
57182,10/30/2016,3022,3.0400,4278,FUTA
57183,10/30/2016,3025,10.0800,4278,FUTA
57184,10/30/2016,3027,3.5200,4278,FUTA
57185,10/30/2016,3033,9.6000,4278,FUTA
57186,10/30/2016,3036,1.5600,4278,FUTA
57187,10/30/2016,3037,8.2800,4278,FUTA
57188,10/30/2016,3038,24.7300,4278,FUTA
57189,10/30/2016,3039,2.5100,4278,FUTA
57190,10/30/2016,3040,10.6300,4278,FUTA
57191,10/30/2016,3042,2.8900,4278,FUTA
57192,10/30/2016,3043,4.2000,4278,FUTA
57193,10/30/2016,3045,29.1400,4278,FUTA
57194,10/30/2016,3046,0.3200,4278,FUTA
57195,10/30/2016,4040,2.4100,4278,FUTA
57196,10/30/2016,5011,10.5900,4278,FUTA
57197,10/30/2016,6008,0.3900,4278,FUTA
57198,10/30/2016,7001,3.6000,4278,FUTA
57199,10/30/2016,7003,2.1800,4278,FUTA
57200,10/30/2016,7006,0.8600,4278,FUTA
57201,10/30/2016,7009,8.1600,4278,FUTA
57202,10/30/2016,903000,3.4500,4278,FUTA
57203,10/30/2016,903001,0.3800,4278,FUTA
56795,10/30/2016,5013,3.8400,4278,FUTA
56796,10/30/2016,5014,9.3700,4278,FUTA
57321,10/30/2016,1003,3.5900,4278,FUTA
57322,10/30/2016,1003,29.6500,4280,Workmans Compensation
57323,10/30/2016,3001,19.0100,4280,Workmans Compensation
56797,10/30/2016,5013,54.6500,4280,Workmans Compensation
56798,10/30/2016,5014,246.8400,4280,Workmans Compensation
57360,10/30/2016,3024,71.3400,4280,Workmans Compensation
57204,10/30/2016,1003,305.2500,4280,Workmans Compensation
57205,10/30/2016,1012,24.9700,4280,Workmans Compensation
57206,10/30/2016,1025,33.7700,4280,Workmans Compensation
57207,10/30/2016,1032,50.5800,4280,Workmans Compensation
57208,10/30/2016,1033,164.0100,4280,Workmans Compensation
57209,10/30/2016,1034,33.8700,4280,Workmans Compensation
57210,10/30/2016,1035,18.5800,4280,Workmans Compensation
57211,10/30/2016,1037,11.1000,4280,Workmans Compensation
57212,10/30/2016,1041,26.9500,4280,Workmans Compensation
57213,10/30/2016,1051,82.1300,4280,Workmans Compensation
57214,10/30/2016,1053,100.1100,4280,Workmans Compensation
57215,10/30/2016,1055,11.7800,4280,Workmans Compensation
57216,10/30/2016,1056,15.2000,4280,Workmans Compensation
57217,10/30/2016,1057,125.5600,4280,Workmans Compensation
57218,10/30/2016,1058,126.0200,4280,Workmans Compensation
57219,10/30/2016,1060,37.4300,4280,Workmans Compensation
57220,10/30/2016,1061,45.2800,4280,Workmans Compensation
57221,10/30/2016,1065,15.7300,4280,Workmans Compensation
57222,10/30/2016,1068,12.3000,4280,Workmans Compensation
57223,10/30/2016,1069,18.8300,4280,Workmans Compensation
57224,10/30/2016,1070,8.3200,4280,Workmans Compensation
57225,10/30/2016,1071,33.5500,4280,Workmans Compensation
57226,10/30/2016,1072,29.2300,4280,Workmans Compensation
57227,10/30/2016,1073,1.6500,4280,Workmans Compensation
57228,10/30/2016,1074,8.0100,4280,Workmans Compensation
57229,10/30/2016,1075,8.5900,4280,Workmans Compensation
57230,10/30/2016,1076,11.9600,4280,Workmans Compensation
57231,10/30/2016,1077,21.0200,4280,Workmans Compensation
57232,10/30/2016,1078,25.6400,4280,Workmans Compensation
57233,10/30/2016,3000,1231.0500,4280,Workmans Compensation
57234,10/30/2016,3001,1751.2700,4280,Workmans Compensation
